,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
162,Bacteroides~phage~B40-8,Caudovirales,Siphoviridae,Unassigned,142_0,Clustered,2,VC_142_0,2,0.3953,0.89941904,0.3556,1,1,1,1.0
163,Bdellovibrio~phage~phiMH2K,Unassigned,Microviridae,Bdellomicrovirus,72_0,Clustered,12,VC_72_0,12,0.7849,1.0,0.7849,3,1,1,1.0
164,Brevibacillus~phage~Abouo,Caudovirales,Myoviridae,Abouovirus,174_0,Clustered,5,VC_174_0,5,0.7617,0.99999952,0.7617,2,1,1,1.0
165,Brevibacillus~phage~Davies,Caudovirales,Myoviridae,Abouovirus,174_0,Clustered,5,VC_174_0,5,0.7617,0.99999952,0.7617,2,1,1,1.0
166,Brevibacillus~phage~Jimmer1,Caudovirales,Myoviridae,Jimmervirus,174_0,Clustered,5,VC_174_0,5,0.7617,0.99999952,0.7617,2,1,1,1.0
167,Brevibacillus~phage~Jimmer2,Caudovirales,Myoviridae,Jimmervirus,174_0,Clustered,5,VC_174_0,5,0.7617,0.99999952,0.7617,2,1,1,1.0
168,Brevibacillus~phage~Osiris,Caudovirales,Myoviridae,Jimmervirus,174_0,Clustered,5,VC_174_0,5,0.7617,0.99999952,0.7617,2,1,1,1.0
169,Brevibacillus~phage~Sundance,Caudovirales,Siphoviridae,Unassigned,110_3,Clustered/Singleton,1,VC_110_3,1,0.0,0.0,0.0,1,1,1,1.0
170,Brucella~phage~BiPBO1,Caudovirales,Siphoviridae,Unassigned,181_0,Clustered,2,VC_181_0,2,0.7471,0.5,0.3736,1,1,1,1.0
171,Brucella~phage~Pr,Caudovirales,Podoviridae,Prtbvirus,182_0,Clustered,2,VC_182_0,2,0.8444,0.86666667,0.7318,1,1,1,1.0
172,Brucella~phage~Tb,Caudovirales,Podoviridae,Prtbvirus,182_0,Clustered,2,VC_182_0,2,0.8444,0.86666667,0.7318,1,1,1,1.0
173,Burkholderia~phage~Bcep176,Caudovirales,Siphoviridae,Stanholtvirus,186_0,Clustered,5,VC_186_0,5,0.4608,0.99999984,0.4608,2,1,1,1.0
174,Burkholderia~phage~BcepB1A,Caudovirales,Myoviridae,Unassigned,190_0,Clustered,2,VC_190_0,2,0.0435,0.9034152,0.0393,1,1,1,1.0
175,Burkholderia~phage~JG068,Caudovirales,Podoviridae,Unassigned,65_0,Clustered,15,VC_65_0,15,0.7261,1.0,0.7261,6,1,1,1.0
176,Burkholderia~phage~KL1,Caudovirales,Siphoviridae,Septima3virus,1_0,Clustered,12,VC_1_0,12,0.7004,1.0,0.7004,4,1,1,1.0
177,Burkholderia~phage~KL3,Caudovirales,Myoviridae,Peduovirus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
178,Burkholderia~phage~KS14,Caudovirales,Myoviridae,Peduovirus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
179,Burkholderia~phage~KS5,Caudovirales,Myoviridae,Peduovirus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
180,Burkholderia~phage~KS9,Caudovirales,Siphoviridae,Stanholtvirus,186_0,Clustered,5,VC_186_0,5,0.4608,0.99999984,0.4608,2,1,1,1.0
181,Burkholderia~phage~ST79,Caudovirales,Myoviridae,Peduovirus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
182,Burkholderia~virus~Bcep1,Caudovirales,Myoviridae,Bcep78virus,67_0,Clustered,4,VC_67_0,4,0.7802,0.99989226,0.7801,1,1,1,1.0
183,Burkholderia~virus~Bcep22,Caudovirales,Podoviridae,Bcep22virus,197_0,Clustered,4,VC_197_0,4,0.7714,0.99987942,0.7714,1,1,1,1.0
184,Burkholderia~virus~Bcep43,Caudovirales,Myoviridae,Bcep78virus,67_0,Clustered,4,VC_67_0,4,0.7802,0.99989226,0.7801,1,1,1,1.0
185,Burkholderia~virus~Bcep781,Caudovirales,Myoviridae,Bcep78virus,67_0,Clustered,4,VC_67_0,4,0.7802,0.99989226,0.7801,1,1,1,1.0
186,Burkholderia~virus~BcepNY3,Caudovirales,Myoviridae,Bcep78virus,67_0,Clustered,4,VC_67_0,4,0.7802,0.99989226,0.7801,1,1,1,1.0
187,Burkholderia~virus~Bcepil02,Caudovirales,Podoviridae,Bcep22virus,197_0,Clustered,4,VC_197_0,4,0.7714,0.99987942,0.7714,1,1,1,1.0
188,Burkholderia~virus~Bcepmigl,Caudovirales,Podoviridae,Bcep22virus,197_0,Clustered,4,VC_197_0,4,0.7714,0.99987942,0.7714,1,1,1,1.0
189,Burkholderia~virus~DC1,Caudovirales,Podoviridae,Bcep22virus,197_0,Clustered,4,VC_197_0,4,0.7714,0.99987942,0.7714,1,1,1,1.0
190,Burkholderia~virus~phi1026b,Caudovirales,Siphoviridae,E125virus,186_0,Clustered,5,VC_186_0,5,0.4608,0.99999984,0.4608,2,1,1,1.0
191,Burkholderia~virus~phi52237,Caudovirales,Myoviridae,P2virus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
192,Burkholderia~virus~phi6442,Caudovirales,Siphoviridae,E125virus,186_0,Clustered,5,VC_186_0,5,0.4608,0.99999984,0.4608,2,1,1,1.0
193,Burkholderia~virus~phiE122,Caudovirales,Myoviridae,P2virus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
194,Burkholderia~virus~phiE125,Caudovirales,Siphoviridae,E125virus,186_0,Clustered,5,VC_186_0,5,0.4608,0.99999984,0.4608,2,1,1,1.0
195,Burkholderia~virus~phiE202,Caudovirales,Myoviridae,P2virus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
196,Campylobacter~phage~CP30A,Caudovirales,Myoviridae,Cp8virus,202_0,Clustered,6,VC_202_0,6,0.8664,0.9999999,0.8664,2,1,1,1.0
197,Campylobacter~phage~PC14,Caudovirales,Myoviridae,Fletchervirus,202_0,Clustered,6,VC_202_0,6,0.8664,0.9999999,0.8664,2,1,1,1.0
198,Campylobacter~phage~vB_CjeM_Los1,Caudovirales,Myoviridae,Fletchervirus,202_0,Clustered,6,VC_202_0,6,0.8664,0.9999999,0.8664,2,1,1,1.0
199,Campylobacter~virus~CP21,Caudovirales,Myoviridae,Cp220virus,203_0,Clustered,4,VC_203_0,4,0.7217,0.99980205,0.7215,1,1,1,1.0
200,Campylobacter~virus~CP220,Caudovirales,Myoviridae,Cp220virus,203_0,Clustered,4,VC_203_0,4,0.7217,0.99980205,0.7215,1,1,1,1.0
201,Campylobacter~virus~CP81,Caudovirales,Myoviridae,Cp8virus,202_0,Clustered,6,VC_202_0,6,0.8664,0.9999999,0.8664,2,1,1,1.0
202,Campylobacter~virus~CPX,Caudovirales,Myoviridae,Cp8virus,202_0,Clustered,6,VC_202_0,6,0.8664,0.9999999,0.8664,2,1,1,1.0
203,Campylobacter~virus~CPt10,Caudovirales,Myoviridae,Cp220virus,203_0,Clustered,4,VC_203_0,4,0.7217,0.99980205,0.7215,1,1,1,1.0
204,Campylobacter~virus~IBB35,Caudovirales,Myoviridae,Cp220virus,203_0,Clustered,4,VC_203_0,4,0.7217,0.99980205,0.7215,1,1,1,1.0
205,Campylobacter~virus~NCTC12673,Caudovirales,Myoviridae,Cp8virus,202_0,Clustered,6,VC_202_0,6,0.8664,0.9999999,0.8664,2,1,1,1.0
206,Caulobacter~phage~CcrColossus,Caudovirales,Siphoviridae,Unassigned,77_2,Clustered/Singleton,1,VC_77_2,1,0.0,0.0,0.0,1,1,1,1.0
207,Caulobacter~phage~Percy,Caudovirales,Podoviridae,Aqualcavirus,65_0,Clustered,15,VC_65_0,15,0.7261,1.0,0.7261,6,1,1,1.0
208,Caulobacter~phage~phiCb5,Unassigned,Leviviridae,Unassigned,205_0,Clustered,2,VC_205_0,2,0.0769,0.0,0.0,1,1,1,1.0
209,Caulobacter~virus~Karma,Caudovirales,Siphoviridae,Phicbkvirus,77_0,Clustered,4,VC_77_0,4,0.482,0.98432049,0.4745,1,1,1,1.0
210,Caulobacter~virus~Magneto,Caudovirales,Siphoviridae,Phicbkvirus,77_0,Clustered,4,VC_77_0,4,0.482,0.98432049,0.4745,1,1,1,1.0
211,Caulobacter~virus~Rogue,Caudovirales,Siphoviridae,Phicbkvirus,77_1,Clustered/Singleton,1,VC_77_1,1,0.0,0.0,0.0,1,1,1,1.0
212,Caulobacter~virus~Swift,Caudovirales,Siphoviridae,Phicbkvirus,77_0,Clustered,4,VC_77_0,4,0.482,0.98432049,0.4745,1,1,1,1.0
213,Caulobacter~virus~phiCbK,Caudovirales,Siphoviridae,Phicbkvirus,77_0,Clustered,4,VC_77_0,4,0.482,0.98432049,0.4745,1,1,1,1.0
214,Celeribacter~phage~P12053L,Caudovirales,Podoviridae,Unassigned,207_0,Clustered,2,VC_207_0,2,0.4551,0.875,0.3982,1,1,1,1.0
215,Cellulophaga~phage~phi10:1,Caudovirales,Siphoviridae,Unassigned,211_0,Clustered,2,VC_211_0,2,0.5017,0.81818182,0.4105,1,1,1,1.0
216,Cellulophaga~phage~phi12:1,Caudovirales,Siphoviridae,Cba181virus,213_0,Clustered,3,VC_213_0,3,1.0,0.0,0.0,1,1,1,1.0
217,Cellulophaga~phage~phi12:2,Unassigned,Microviridae,Unassigned,214_0,Clustered,2,VC_214_0,2,1.0,0.0,0.0,1,1,1,1.0
218,Cellulophaga~phage~phi12a:1,Unassigned,Microviridae,Unassigned,214_0,Clustered,2,VC_214_0,2,1.0,0.0,0.0,1,1,1,1.0
219,Cellulophaga~phage~phi13:2,Caudovirales,Podoviridae,Unassigned,210_0,Clustered,4,VC_210_0,4,0.9181,0.9999732,0.9181,1,1,1,1.0
220,Cellulophaga~phage~phi17:1,Caudovirales,Siphoviridae,Cba181virus,213_0,Clustered,3,VC_213_0,3,1.0,0.0,0.0,1,1,1,1.0
221,Cellulophaga~phage~phi17:2,Caudovirales,Podoviridae,Cba41virus,212_0,Clustered,2,VC_212_0,2,0.9288,0.8,0.743,1,1,1,1.0
222,Cellulophaga~phage~phi18:1,Caudovirales,Siphoviridae,Cba181virus,213_0,Clustered,3,VC_213_0,3,1.0,0.0,0.0,1,1,1,1.0
223,Cellulophaga~phage~phi18:3,Caudovirales,Podoviridae,Unassigned,210_0,Clustered,4,VC_210_0,4,0.9181,0.9999732,0.9181,1,1,1,1.0
224,Cellulophaga~phage~phi19:1,Caudovirales,Siphoviridae,Unassigned,211_0,Clustered,2,VC_211_0,2,0.5017,0.81818182,0.4105,1,1,1,1.0
225,Cellulophaga~phage~phi19:3,Caudovirales,Podoviridae,Unassigned,210_0,Clustered,4,VC_210_0,4,0.9181,0.9999732,0.9181,1,1,1,1.0
226,Cellulophaga~phage~phi46:3,Caudovirales,Podoviridae,Unassigned,210_0,Clustered,4,VC_210_0,4,0.9181,0.9999732,0.9181,1,1,1,1.0
227,Cellulophaga~phage~phi4:1,Caudovirales,Podoviridae,Cba41virus,212_0,Clustered,2,VC_212_0,2,0.9288,0.8,0.743,1,1,1,1.0
228,Chimpanzee~faeces~associated~microphage~1,Unassigned,Microviridae,Unassigned,73_0,Clustered,6,VC_73_0,6,0.5742,0.99999109,0.5742,1,1,1,1.0
229,Chimpanzee~faeces~associated~microphage~2,Unassigned,Microviridae,Unassigned,73_0,Clustered,6,VC_73_0,6,0.5742,0.99999109,0.5742,1,1,1,1.0
230,Chimpanzee~faeces~associated~microphage~3,Unassigned,Microviridae,Unassigned,73_0,Clustered,6,VC_73_0,6,0.5742,0.99999109,0.5742,1,1,1,1.0
231,Chlamydia~phage~2,Unassigned,Microviridae,Chlamydiamicrovirus,72_0,Clustered,12,VC_72_0,12,0.7849,1.0,0.7849,3,1,1,1.0
232,Chlamydia~phage~4,Unassigned,Microviridae,Chlamydiamicrovirus,72_0,Clustered,12,VC_72_0,12,0.7849,1.0,0.7849,3,1,1,1.0
233,Chlamydia~virus~CPAR39,Unassigned,Microviridae,Chlamydiamicrovirus,72_0,Clustered,12,VC_72_0,12,0.7849,1.0,0.7849,3,1,1,1.0
234,Citrobacter~phage~CF1~ERZ-2017,Caudovirales,Myoviridae,Moonvirus,33_7,Clustered,3,VC_33_7,3,0.0215,0.99487041,0.0214,1,1,1,1.0
235,Citrobacter~phage~CR44b,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
236,Citrobacter~phage~CR8,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
237,Citrobacter~phage~CVT22,Caudovirales,Podoviridae,Unassigned,206_0,Clustered,4,VC_206_0,4,0.6762,0.99990619,0.6761,1,3,2,1.0
238,Citrobacter~phage~IME-CF2,Caudovirales,Myoviridae,Unassigned,36_1,Clustered,8,VC_36_1,8,0.2294,1.0,0.2294,1,1,1,1.0
239,Citrobacter~phage~Margaery,Caudovirales,Myoviridae,Unassigned,36_1,Clustered,8,VC_36_1,8,0.2294,1.0,0.2294,1,1,1,1.0
240,Citrobacter~phage~Merlin,Caudovirales,Myoviridae,Moonvirus,33_7,Clustered,3,VC_33_7,3,0.0215,0.99487041,0.0214,1,1,1,1.0
241,Citrobacter~phage~Michonne,Caudovirales,Myoviridae,Mooglevirus,15_0,Clustered,25,VC_15_0,25,0.9047,1.0,0.9047,5,1,1,0.9967
242,Citrobacter~phage~Miller,Caudovirales,Myoviridae,Unassigned,36_1,Clustered,8,VC_36_1,8,0.2294,1.0,0.2294,1,1,1,1.0
243,Citrobacter~phage~Moogle,Caudovirales,Myoviridae,Mooglevirus,15_0,Clustered,25,VC_15_0,25,0.9047,1.0,0.9047,5,1,1,0.9967
244,Citrobacter~phage~Moon,Caudovirales,Myoviridae,Moonvirus,33_7,Clustered,3,VC_33_7,3,0.0215,0.99487041,0.0214,1,1,1,1.0
245,Citrobacter~phage~Mordin,Caudovirales,Myoviridae,Mooglevirus,15_0,Clustered,25,VC_15_0,25,0.9047,1.0,0.9047,5,1,1,0.9967
246,Citrobacter~phage~SH1,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
247,Citrobacter~phage~SH2,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
248,Citrobacter~phage~SH3,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
249,Citrobacter~phage~SH4,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
250,Citrobacter~phage~phiCFP-1,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
251,Citrobacter~phage~vB_CfrM_CfP1,Caudovirales,Myoviridae,Unassigned,36_1,Clustered,8,VC_36_1,8,0.2294,1.0,0.2294,1,1,1,1.0
252,Citrobacter~virus~Stevie,Caudovirales,Siphoviridae,Tlsvirus,62_0,Clustered,32,VC_62_0,32,0.9802,1.0,0.9802,10,1,1,0.9435
253,Clavibacter~phage~CMP1,Caudovirales,Siphoviridae,Cimpunavirus,89_0,Clustered,3,VC_89_0,3,0.5817,0.9047619,0.5263,3,1,1,1.0
254,Clavibacter~phage~CN1A,Caudovirales,Siphoviridae,Cinunavirus,89_0,Clustered,3,VC_89_0,3,0.5817,0.9047619,0.5263,3,1,1,1.0
255,Clostridium~phage~CDMH1,Caudovirales,Myoviridae,Lubbockvirus,123_0,Clustered,4,VC_123_0,4,0.33,0.99996153,0.33,2,1,1,1.0
256,Clostridium~phage~PhiS63,Caudovirales,Siphoviridae,Unassigned,132_0,Clustered,3,VC_132_0,3,0.3073,0.99341885,0.3053,1,1,1,1.0
257,Clostridium~phage~phi3626,Caudovirales,Siphoviridae,Unassigned,132_0,Clustered,3,VC_132_0,3,0.3073,0.99341885,0.3053,1,1,1,1.0
258,Clostridium~phage~phiCD111,Caudovirales,Siphoviridae,Unassigned,224_0,Clustered,3,VC_224_0,3,0.5519,0.99513751,0.5492,1,1,1,1.0
259,Clostridium~phage~phiCD146,Caudovirales,Siphoviridae,Unassigned,224_0,Clustered,3,VC_224_0,3,0.5519,0.99513751,0.5492,1,1,1,1.0
260,Clostridium~phage~phiCD38-2,Caudovirales,Siphoviridae,Unassigned,224_0,Clustered,3,VC_224_0,3,0.5519,0.99513751,0.5492,1,1,1,1.0
261,Clostridium~phage~phiCD481-1,Caudovirales,Myoviridae,Unassigned,225_0,Clustered,5,VC_225_0,5,0.571,0.99999971,0.571,1,1,1,1.0
262,Clostridium~phage~phiCD505,Caudovirales,Myoviridae,Lubbockvirus,123_2,Clustered,3,VC_123_2,3,0.2476,0.99583326,0.2466,2,1,1,1.0
263,Clostridium~phage~phiCD506,Caudovirales,Myoviridae,Unassigned,225_0,Clustered,5,VC_225_0,5,0.571,0.99999971,0.571,1,1,1,1.0
264,Clostridium~phage~phiCDHM11,Caudovirales,Myoviridae,Unassigned,225_0,Clustered,5,VC_225_0,5,0.571,0.99999971,0.571,1,1,1,1.0
265,Clostridium~phage~phiCDHM13,Caudovirales,Myoviridae,Unassigned,225_0,Clustered,5,VC_225_0,5,0.571,0.99999971,0.571,1,1,1,1.0
266,Clostridium~phage~phiCDHM19,Caudovirales,Myoviridae,Lubbockvirus,123_1,Clustered,2,VC_123_1,2,0.1161,0.89981027,0.1045,2,1,1,1.0
267,Clostridium~phage~phiCP13O,Caudovirales,Siphoviridae,Unassigned,227_0,Clustered,4,VC_227_0,4,0.968,0.99047619,0.9588,1,1,1,1.0
268,Clostridium~phage~phiCP26F,Caudovirales,Siphoviridae,Unassigned,227_0,Clustered,4,VC_227_0,4,0.968,0.99047619,0.9588,1,1,1,1.0
269,Clostridium~phage~phiCP34O,Caudovirales,Siphoviridae,Unassigned,227_0,Clustered,4,VC_227_0,4,0.968,0.99047619,0.9588,1,1,1,1.0
270,Clostridium~phage~phiCP39-O,Caudovirales,Siphoviridae,Unassigned,227_0,Clustered,4,VC_227_0,4,0.968,0.99047619,0.9588,1,1,1,1.0
271,Clostridium~phage~phiCP7R,Caudovirales,Podoviridae,Unassigned,226_0,Clustered,3,VC_226_0,3,0.8045,0.9,0.724,1,1,1,1.0
272,Clostridium~phage~phiCPV4,Caudovirales,Podoviridae,Unassigned,226_0,Clustered,3,VC_226_0,3,0.8045,0.9,0.724,1,1,1,1.0
273,Clostridium~phage~phiCT19406A,Caudovirales,Myoviridae,Unassigned,141_0,Clustered,2,VC_141_0,2,0.4359,0.88546271,0.3859,1,1,1,1.0
274,Clostridium~phage~phiCT19406B,Caudovirales,Siphoviridae,Unassigned,133_0,Clustered,3,VC_133_0,3,0.4598,0.99583095,0.4579,1,1,1,1.0
275,Clostridium~phage~phiCT453B,Caudovirales,Siphoviridae,Unassigned,133_0,Clustered,3,VC_133_0,3,0.4598,0.99583095,0.4579,1,1,1,1.0
276,Clostridium~phage~phiCTC2A,Caudovirales,Myoviridae,Unassigned,141_0,Clustered,2,VC_141_0,2,0.4359,0.88546271,0.3859,1,1,1,1.0
277,Clostridium~phage~phiCTC2B,Caudovirales,Siphoviridae,Unassigned,133_0,Clustered,3,VC_133_0,3,0.4598,0.99583095,0.4579,1,1,1,1.0
278,Clostridium~phage~phiCTP1,Caudovirales,Siphoviridae,Unassigned,112_0,Clustered,2,VC_112_0,2,0.3799,0.85462687,0.3247,1,1,1,1.0
279,Clostridium~phage~phiMMP01,Caudovirales,Myoviridae,Lubbockvirus,123_0,Clustered,4,VC_123_0,4,0.33,0.99996153,0.33,2,1,1,1.0
280,Clostridium~phage~phiMMP02,Caudovirales,Myoviridae,Lubbockvirus,123_2,Clustered,3,VC_123_2,3,0.2476,0.99583326,0.2466,2,1,1,1.0
281,Clostridium~phage~phiMMP03,Caudovirales,Myoviridae,Lubbockvirus,123_0,Clustered,4,VC_123_0,4,0.33,0.99996153,0.33,2,1,1,1.0
282,Clostridium~phage~phiMMP04,Caudovirales,Myoviridae,Unassigned,225_0,Clustered,5,VC_225_0,5,0.571,0.99999971,0.571,1,1,1,1.0
283,Clostridium~phage~phiSM101,Caudovirales,Siphoviridae,Unassigned,132_0,Clustered,3,VC_132_0,3,0.3073,0.99341885,0.3053,1,1,1,1.0
284,Clostridium~phage~phiZP2,Caudovirales,Podoviridae,Unassigned,226_0,Clustered,3,VC_226_0,3,0.8045,0.9,0.724,1,1,1,1.0
285,Clostridium~virus~phiC2,Caudovirales,Myoviridae,Cd119virus,123_0,Clustered,4,VC_123_0,4,0.33,0.99996153,0.33,2,1,1,1.0
286,Clostridium~virus~phiCD119,Caudovirales,Myoviridae,Cd119virus,123_1,Clustered,2,VC_123_1,2,0.1161,0.89981027,0.1045,2,1,1,1.0
287,Clostridium~virus~phiCD27,Caudovirales,Myoviridae,Cd119virus,123_2,Clustered,3,VC_123_2,3,0.2476,0.99583326,0.2466,2,1,1,1.0
288,Corynebacterium~phage~C3PO,Caudovirales,Siphoviridae,Ceetrepovirus,228_0,Clustered,3,VC_228_0,3,0.67,0.98890044,0.6626,1,1,1,1.0
289,Corynebacterium~phage~Darwin,Caudovirales,Siphoviridae,Ceetrepovirus,228_0,Clustered,3,VC_228_0,3,0.67,0.98890044,0.6626,1,1,1,1.0
290,Corynebacterium~phage~Poushou,Caudovirales,Siphoviridae,Poushouvirus,230_0,Clustered,2,VC_230_0,2,0.2772,0.75,0.2079,2,1,1,1.0
291,Corynebacterium~phage~Zion,Caudovirales,Siphoviridae,Ceetrepovirus,228_0,Clustered,3,VC_228_0,3,0.67,0.98890044,0.6626,1,1,1,1.0
292,Cronobacter~phage~CR5,Caudovirales,Myoviridae,Unassigned,237_0,Clustered,3,VC_237_0,3,0.1097,0.99657799,0.1093,1,1,1,1.0
293,Cronobacter~phage~Dev-CD-23823,Caudovirales,Podoviridae,Unassigned,66_0,Clustered,5,VC_66_0,5,0.5148,0.99999985,0.5148,1,1,1,1.0
294,Cronobacter~phage~Dev2,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
295,Cronobacter~phage~S13,Caudovirales,Myoviridae,Unassigned,35_2,Clustered/Singleton,1,VC_35_2,1,0.0,0.0,0.0,1,1,1,1.0
296,Cronobacter~phage~vB_CsaM_GAP161,Caudovirales,Myoviridae,Unassigned,36_1,Clustered,8,VC_36_1,8,0.2294,1.0,0.2294,1,1,1,1.0
297,Cronobacter~phage~vB_CsaM_GAP32,Caudovirales,Myoviridae,Eneladusvirus,71_2,Clustered/Singleton,1,VC_71_2,1,0.0,0.0,0.0,1,1,1,1.0
298,Cronobacter~phage~vB_CsaP_GAP52,Caudovirales,Podoviridae,Unassigned,242_0,Clustered,2,VC_242_0,2,0.1614,0.90426343,0.1459,1,1,1,1.0
299,Cronobacter~phage~vB_CskP_GAP227,Caudovirales,Podoviridae,Unassigned,66_0,Clustered,5,VC_66_0,5,0.5148,0.99999985,0.5148,1,1,1,1.0
300,Cronobacter~virus~Esp2949-1,Caudovirales,Siphoviridae,Unassigned,62_0,Clustered,32,VC_62_0,32,0.9802,1.0,0.9802,10,1,1,0.9435
301,Cyanophage~9515-10a,Caudovirales,Podoviridae,Unassigned,219_0,Clustered,19,VC_219_0,19,0.9047,1.0,0.9047,1,1,1,1.0
302,Cyanophage~KBS-P-1A,Caudovirales,Podoviridae,Unassigned,219_0,Clustered,19,VC_219_0,19,0.9047,1.0,0.9047,1,1,1,1.0
303,Cyanophage~MED4-117,Unassigned,Unassigned,Unassigned,244_0,Clustered,2,VC_244_0,2,0.7663,0.33333333,0.2554,1,2,2,1.0
304,Cyanophage~NATL1A-7,Caudovirales,Podoviridae,Unassigned,219_0,Clustered,19,VC_219_0,19,0.9047,1.0,0.9047,1,1,1,1.0
305,Cyanophage~NATL2A-133,Caudovirales,Podoviridae,Unassigned,219_0,Clustered,19,VC_219_0,19,0.9047,1.0,0.9047,1,1,1,1.0
306,Cyanophage~P-RSM1,Caudovirales,Myoviridae,Unassigned,24_29,Clustered,2,VC_24_29,2,0.0153,0.88080822,0.0135,1,1,1,1.0
307,Cyanophage~P-RSM6,Caudovirales,Myoviridae,Unassigned,24_11,Clustered/Singleton,1,VC_24_11,1,0.0,0.0,0.0,1,1,1,1.0
308,Cyanophage~P-SSP2,Caudovirales,Podoviridae,Unassigned,219_0,Clustered,19,VC_219_0,19,0.9047,1.0,0.9047,1,1,1,1.0
309,Cyanophage~P-TIM40,Caudovirales,Myoviridae,Unassigned,24_22,Clustered/Singleton,1,VC_24_22,1,0.0,0.0,0.0,1,1,1,1.0
310,Cyanophage~PP,Caudovirales,Podoviridae,Unassigned,78_0,Clustered,2,VC_78_0,2,0.5768,0.73644752,0.4248,1,1,1,1.0
311,Cyanophage~PSS2,Caudovirales,Siphoviridae,Unassigned,245_0,Clustered,2,VC_245_0,2,0.7997,0.66666667,0.5331,1,1,1,1.0
312,Cyanophage~S-RIM32,Caudovirales,Myoviridae,Unassigned,24_16,Clustered/Singleton,1,VC_24_16,1,0.0,0.0,0.0,1,1,1,1.0
313,Cyanophage~S-RIM50,Caudovirales,Myoviridae,Unassigned,24_3,Clustered,2,VC_24_3,2,0.014,0.7943385,0.0111,1,1,1,1.0
314,Cyanophage~SS120-1,Caudovirales,Podoviridae,Unassigned,219_0,Clustered,19,VC_219_0,19,0.9047,1.0,0.9047,1,1,1,1.0
315,Cyanophage~Syn30,Caudovirales,Myoviridae,Unassigned,24_1,Clustered/Singleton,1,VC_24_1,1,0.0,0.0,0.0,1,1,1,1.0
316,Deep-sea~thermophilic~phage~D6E,Unassigned,Unassigned,Unassigned,130_0,Clustered,2,VC_130_0,2,0.3275,0.8773089,0.2874,1,2,2,1.0
317,Delftia~phage~IME-DE1,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
318,Dickeya~phage~RC-2014,Caudovirales,Ackermannviridae,Limestonevirus,25_1,Clustered,21,VC_25_1,21,0.813,1.0,0.813,5,1,1,0.819
319,Dickeya~virus~Limestone,Caudovirales,Ackermannviridae,Limestonevirus,25_1,Clustered,21,VC_25_1,21,0.813,1.0,0.813,5,1,1,0.819
320,Dinoroseobacter~phage~DFL12phi1,Caudovirales,Podoviridae,Dfl12virus,10_0,Clustered,4,VC_10_0,4,0.1923,0.99996545,0.1923,2,1,1,1.0
321,Ecterococcus~phage~vB_EfaS_AL3,Caudovirales,Siphoviridae,Efquatrovirus,247_0,Clustered,16,VC_247_0,16,0.8871,1.0,0.8871,1,1,1,1.0
322,Edwardsiella~phage~KF-1,Caudovirales,Podoviridae,Kf1virus,249_0,Clustered,3,VC_249_0,3,1.0,0.0,0.0,2,1,1,1.0
323,Edwardsiella~phage~MSW-3,Caudovirales,Myoviridae,Msw3virus,63_0,Clustered,8,VC_63_0,8,0.8481,1.0,0.8481,3,1,1,0.7857
324,Edwardsiella~phage~PEi20,Caudovirales,Myoviridae,Unassigned,33_2,Clustered/Singleton,1,VC_33_2,1,0.0,0.0,0.0,1,1,1,1.0
325,Edwardsiella~phage~PEi21,Caudovirales,Myoviridae,Msw3virus,63_0,Clustered,8,VC_63_0,8,0.8481,1.0,0.8481,3,1,1,0.7857
326,Edwardsiella~phage~eiAU,Caudovirales,Siphoviridae,Eiauvirus,199_0,Clustered,2,VC_199_0,2,0.1162,0.90884066,0.1056,1,1,1,1.0
